,,,,,,Time Differences,,,,"Mean Spring, Neap and Sea Level Heights",,,,,,,,,,
,,Lat.,S.,Long.,E.,High Water,,Low Water,,,,(metres),,,Range,,,,,
No.,Port,°,´,°,´,Mean,Range,Mean,Range,MHWS,MHWN,MLWN,MLWS,MSL,Ratio,,,,,
,Manawat?whi/Three Kings Islands,,,,,,,,,,,,,,,,,,,
6385,Manawat?whi/Great Island - North West Bay,34,09,172,09,-0136,-,-0133,-,2.4,2.0,0.7,0.4,1.4,0.63,,,,,
,North Taranaki Bight,,,,,,,,,,,,,,,,,,,
6367,Waitara River Entrance,38,59,174,14,0000,-,0000,-,3.5,2.9,1.1,0.4,2.0,0.97,*,,,,
,South Taranaki Bight,,,,,,,,,,,,,,,,,,,
6451,Opunake Bay,39,28,173,51,-0005,-,-0005,-,3.3,2.7,1.0,0.3,1.8,0.94,*,,,,
6449,Patea,39,47,174,29,+0034,-,+0100,-,2.5,1.9,0.8,0.2,1.3,0.72,*,,,,
6447,Whanganui River Entrance,39,57,174,59,+0019,-0016 to +0050,+0028,-0020 to +0113,2.8,2.2,1.3,0.7,1.7,0.66,*,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
6415,TAURANGA,37,39,176,11,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,1.9,1.6,0.4,0.1,1.09,,,,,,
,Bay of Plenty,,,,,,,,,,,,,,,,,,,
6418b,Haurere Point,37,58,177,27,-0025,-,-0030,-,-,-,-,-,-,-,*,,,,
6415b,Kaituna River Entrance,37,45,176,25,-0018,-0026 to -0005,+0037,+0008 to +0051,1.5,1.3,0.3,0.1,0.8,0.78,,,,,
6420,Lottin Point,37,33,178,10,-0037,-0042 to -0031,-0031,-0036 to -0025,1.9,1.6,0.5,0.2,1.0,0.94,,,,,
6416,Maketu Estuary Entrance,37,45,176,27,-0040,-,-,-,-,-,-,-,-,-,*,,,,
6417,Moutohora Island - Whale Island¹,37,52,176,59,-0029,-,-0024,-,1.9,1.7,0.4,0.2,1.1,0.94,,,,,
6419,Omaio Bay - Motunui Island,37,47,177,39,-0033,-0056 to -0006,-0027,-0048 to -0004,1.9,1.6,0.4,0.1,1.0,1.00,,,,,
6418a,Opotiki Wharf,38,00,177,17,-0024,-0034 to -0013,-0008,-0021 to +0004,1.8,1.5,0.4,0.1,0.9,0.94,,,,,
6415a,Papamoa Beach,37,43,176,20,-0040,-,-,-,-,-,-,-,-,-,*,,,,
6418,Port Ohope Wharf,37,59,177,06,+0022,+0012 to +0031,+0002,-0008 to +0012,1.9,1.6,0.4,0.0,1.0,1.06,,,,,
6416a,Rangitaiki River,37,55,176,52,-0013,-0027 to -0013,+0045,+0010 to +0107,1.5,1.2,0.3,0.2,0.7,0.72,,,,,
6419a,Te Kaha,37,46,177,40,-0030,-,-0040,-,-,-,-,-,-,-,*,,,,
6413b,Waihi Beach,37,24,175,56,-0015,-,-,-,-,-,-,-,-,-,*,,,,
6417a,Whakaari/White Island,37,31,177,11,-0023,-,-0017,-,-,-,-,-,-,-,*,,,,
6417b,Whakatane,37,57,177,00,-0022,-0032 to -0012,-0008,-0015 to +0002,2.0,1.7,0.5,0.2,1.1,1.00,,,,,
,Coromandel Peninsula,,,,,,,,,,,,,,,,,,,
6413,Pauanui,37,04,175,53,-0004,-0031 to +0036,-0002,-0026 to +0023,-,-,-,-,-,-,*,,,,
6412a,Slipper Island (Whakahau),37,03,175,57,-0038,-,-0010,-,2.0,1.8,0.5,0.4,1.2,0.89,*,,,,
6412,Tairua,37,00,175,51,-0003,-0019 to +0031,-0003,-0017 to +0025,1.9,1.6,0.4,0.1,1.0,1.00,,,,,
6411a,Tapuaetahi Bay (Boat Harbour),36,56,175,51,-0029,-0053 to -0008,-0020,-0044 to -0009,1.9,1.6,0.5,0.2,1.0,0.94,,,,,
6413a,Whangamata,37,12,175,53,-0010,-,-0010,-,-,-,-,-,-,-,*,,,,
6411,Whitianga,36,50,175,42,-0006,-0009 to +0003,-0009,-0013 to -0002,2.1,1.8,0.6,0.3,1.2,1.00,,,,,
,North Island East Coast,,,,,,,,,,,,,,,,,,,
6422,East Cape,37,41,178,33,-0045,-,-0041,-,2.1,1.9,0.7,0.5,1.3,0.89,*,,,,
6421,Hicks Bay,37,35,178,19,-0045,-,-0031,-,2.2,2.0,0.8,0.5,1.3,0.94,,,,,
6423a,Tokomaru Bay,38,08,178,20,-,-,-,-,1.9,1.8,0.6,0.5,-,0.78,*,,,,
6424,Tolaga Bay - Cooks Cove,38,23,178,20,-0104,-,-0110,-,1.7,1.6,0.4,0.3,1.0,0.78,,,,,
6423,Waipiro Bay,38,02,178,20,-0052,-,-0058,-,2.0,1.8,0.6,0.5,1.2,0.83,*,,,,
,Tauranga Harbour,,,,,,,,,,,,,,,,,,,
6414,Bowentown - Katikati Entrance,37,28,175,59,-0005,-,-,-,-,-,-,-,-,-,*,,,,
6414a,Katikati - Kauri Point,37,31,175,59,+0030,-,-,-,-,-,-,-,-,-,*,,,,
6414b,Omokoroa,37,38,176,03,+0048,+0035 to +0055,+0052,+0039 to +0103,1.9,1.6,0.3,0.0,1.0,1.06,,,,,
6414c,Town Wharf,37,40,176,09,+0020,-,-,-,-,-,-,-,-,-,*,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
6492,TIMARU,44,23,171,15,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,2.4,2.1,0.8,0.4,1.48,,,,,,
6491b,Ashburton River Entrance,44,03,171,48,+0031,-,-,-,-,-,-,-,-,-,*,,,,
6491c,Rangitata River Entrance,44,11,171,31,+0015,-,-,-,-,-,-,-,-,-,*,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
6439,WELLINGTON,41,17,174,47,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,1.8,1.4,0.7,0.4,1.12,,,,,,
,Cook Strait,,,,,,,,,,,,,,,,,,,
6441,Cape Terawhiti - Oteranga Bay,41,18,174,37,+0107,-,+0113,-,0.9,0.7,0.5,0.3,0.6,0.43,,,,,
6440,Karori Rock Light,41,21,174,39,+0045,-,+0045,-,-,-,-,-,-,-,*,,,,
,Wairarapa Coast,,,,,,,,,,,,,,,,,,,
6438,Cape Palliser (Matakitakiakupe),41,37,175,17,+0010,-,+0010,-,1.5,1.4,0.5,0.3,0.9,0.86,*,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
6526,WESTPORT,41,45,171,36,hhmm,hhmm to hhmm,hhmm,hhmm to hhmm,3.2,2.6,0.8,0.2,1.75,,,,,,
,Buller Coast,,,,,,,,,,,,,,,,,,,
6527,Karamea River Entrance,41,15,172,06,-0035,-,-,-,-,-,-,-,-,-,*,,,,
6528,Whanganui Inlet,40,35,172,35,-0105,-,-0105,-,2.9,2.3,0.8,0.0,1.4,0.97,*,,,,
,Fiordland Sounds,,,,,,,,,,,,,,,,,,,
6515,Bligh Sound,44,48,167,31,+0100,-,+0100,-,2.1,1.8,0.6,0.3,1.2,0.60,*,,,,
6514a,Charles Sound,45,05,167,06,+0033,-0003 to +0051,+0035,+0007 to +0052,3.1,2.6,1.1,0.4,1.8,0.90,,,,,
6514b,George Sound,44,52,167,22,+0026,0000 to +0117,+0027,+0002 to +0110,2.5,2.1,0.9,0.3,1.4,0.73,,,,,
,Breaksea Sound,,,,,,,,,,,,,,,,,,,
6512b,Gilbert Islands,45,36,166,41,+0037,+0002 to +0102,+0039,+0005 to +0101,2.3,1.8,0.7,0.2,1.3,0.70,,,,,
,Chalky Inlet,,,,,,,,,,,,,,,,,,,
6511b,Chalky Island - Sealers Bay,46,03,166,33,+0053,-0015 to +0140,+0054,-0012 to +0140,2.5,2.0,0.9,0.3,1.4,0.73,,,,,
6511c,Small Craft Harbour Islands,45,58,166,40,+0053,+0020 to +0121,+0055,+0026 to +0120,2.4,1.9,0.8,0.2,1.3,0.73,,,,,
,Doubtful Sound/Patea,,,,,,,,,,,,,,,,,,,
6514,Blanket Bay,45,18,166,59,+0036,+0021 to +0053,+0037,+0024 to +0052,2.3,1.7,0.7,0.1,1.2,0.73,,,,,
6513,Deep Cove,45,28,167,09,+0022,-0022 to +0053,+0021,-0020 to -0051,2.3,1.8,0.8,0.3,1.3,0.67,,,,,
,Dusky Sound,,,,,,,,,,,,,,,,,,,
6512a,Front Islands,45,44,166,44,+0055,+0031 to +0128,+0056,+0036 to +0125,2.2,1.7,0.6,0.2,1.2,0.67,,,,,
6512,Many Islands,45,46,166,31,+0042,+0005 to +0112,+0043,+0010 to +0112,2.6,2.2,1.1,0.5,1.6,0.70,,,,,
,Long Sound,,,,,,,,,,,,,,,,,,,
6511d,Jane Coves,46,02,166,46,+0059,+0028 to +0128,+0104,+0032 to +0137,2.5,2.0,0.8,0.3,1.4,0.73,,,,,
,Milford Sound/Piopiotahi,,,,,,,,,,,,,,,,,,,
6516,Anita Bay,44,35,167,48,+0026,-0004 to +0059,+0027,+0003 to +0058,2.5,1.9,0.9,0.3,1.4,0.73,,,,,
6517,Fresh Water Basin,44,40,167,56,+0028,-0021 to +0100,+0029,-0013 to +0059,2.4,2.0,0.8,0.3,1.4,0.70,,,,,
,Preservation Inlet,,,,,,,,,,,,,,,,,,,
6511,Coal Island - Fishing Bay,46,06,166,39,+0102,-0008 to +0154,+0105,+0007 to +0152,2.4,1.8,0.8,0.4,1.4,0.67,*,,,,
6511a,Welcombe Bay,46,05,166,35,+0059,+0052 to +0115,+0102,+0054 to +0114,2.3,1.9,0.7,0.2,1.3,0.70,,,,,
,Westland,,,,,,,,,,,,,,,,,,,
6520,Bruce Bay,43,35,169,35,+0020,-,+0020,-,2.3,1.8,0.6,0.2,1.2,0.70,*,,,,
6525,Charleston,41,54,171,26,-0003,-0008 to +0002,-0002,-0006 to +0003,3.3,2.7,1.1,0.4,1.9,0.97,,,,,
6524,Greymouth,42,26,171,13,0000,-0120 to +0049,0000,-0118 to +0050,3.4,2.6,1.3,0.6,2.0,0.93,*,,,,
6519,Haast River Entrance,43,51,169,03,+0030,-,+0030,-,2.3,1.8,0.6,0.2,1.2,0.70,*,,,,
6523,Hokitika River Bar,42,43,170,58,+0010,-,+0010,-,2.3,1.8,0.6,0.2,1.2,0.70,*,,,,
6518,Jackson Bay,43,58,168,37,+0021,+0010 to +0043,+0024,+0010 to +0042,2.3,1.8,0.6,0.1,1.2,0.73,,,,,
6521,Okarito,43,13,170,11,+0015,-,+0015,-,2.3,1.8,0.6,0.2,1.2,0.70,*,,,,
,,,,,,,,,,,,,,,,,,,,
,* Data Approximate,,,,,,,,,,,,,,,,,,,
